"lat","lng","title","description",,,,,
"34.34034","134.04641","高松市役所","高松市役所は、日本の地方公共団体である高松市の組織が入る施設である。",,,,,
"34.350056","134.050389","高松城","高松城（たかまつじょう）は、日本の香川県高松市玉藻町にあった城である。",,,,,
